Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer
Winning Eleven: Pro Evolution Soccer 2007,PS2,2006,Sports,Konami Digital Entertainment,10,239,105,86,439,86,19,8.9,33,Konami
The Elder Scrolls IV: Oblivion,X360,2006,Role-Playing,Take-Two Interactive,282,103,13,40,438,94,90,8.7,1109,Bethesda Softworks
Zelda II: The Adventure of Link,NES,1987,Adventure,Nintendo,219,50,161,8,438,,,,,
Need for Speed: Most Wanted,PS2,2005,Racing,Electronic Arts,203,179,8,47,437,82,36,9.1,137,EA Canada
Michael Jackson: The Experience,Wii,2010,Misc,Ubisoft,264,133,1,39,436,56,37,8.3,31,"Ubisoft Paris, Ubisoft Montpellier"
Call of Duty: Advanced Warfare,PS3,2014,Shooter,Activision,156,193,19,68,436,,,4.8,207,High Moon Studios
Resistance: Fall of Man,PS3,2006,Shooter,Sony Computer Entertainment,174,172,14,75,434,86,70,8.1,715,Insomniac Games
Sonic the Hedgehog,GEN,1991,Platform,Sega,303,91,26,13,434,,,,,
Kingdom Hearts II,PS2,2005,Role-Playing,Square Enix,220,58,138,17,433,87,64,9,766,Square Enix
The Legend of Zelda: Ocarina of Time,3DS,2011,Action,Nintendo,209,131,62,31,433,,,,,
Super Mario 3D World,WiiU,2013,Platform,Nintendo,211,116,73,32,432,93,83,9,1607,Nintendo
Minecraft,PS4,2014,Misc,Sony Computer Entertainment Europe,148,202,14,68,432,,,,,
Asteroids,2600,1980,Shooter,Atari,400,26,0,5,431,,,,,
Call of Duty: Advanced Warfare,X360,2014,Shooter,Activision,277,111,0,40,429,,,4.9,221,High Moon Studios
FIFA 15,PS3,2014,Sports,Electronic Arts,58,302,4,64,428,,,4.5,109,EA Sports
Fable II,X360,2008,Role-Playing,Microsoft Game Studios,251,124,11,41,427,89,95,6.5,2423,Lionhead Studios
Namco Museum,GBA,2001,Misc,Namco Bandai Games,300,111,5,7,424,79,10,7.3,6,Mass Media
Batman: Arkham Asylum,PS3,2009,Action,Eidos Interactive,224,131,7,61,423,91,70,8.9,1122,Rocksteady Studios
Metal Gear Solid 3: Snake Eater,PS2,2004,Action,Konami Digital Entertainment,146,0,83,193,423,91,68,9.3,955,KCEJ
Assassin's Creed: Revelations,PS3,2011,Action,Ubisoft,141,201,10,70,422,80,39,7.5,613,Ubisoft Montreal
Fallout 4,XOne,2015,Role-Playing,Bethesda Softworks,251,132,1,38,422,88,39,6.2,1749,Bethesda Game Studios
FIFA 14,X360,2013,Sports,Electronic Arts,92,289,1,40,422,84,41,4.2,435,EA Canada
Daxter,PSP,2006,Platform,Sony Computer Entertainment,245,101,0,75,421,85,59,8.7,109,Ready at Dawn
Warcraft II: Tides of Darkness,PC,1995,Strategy,Activision,170,227,0,23,421,,,,,
FIFA Soccer 06,PS2,2005,Sports,Electronic Arts,78,255,4,84,421,80,32,7.8,47,EA Canada
EyeToy Play,PS2,2003,Misc,Sony Computer Entertainment,88,230,20,83,420,80,32,7.5,22,"SCEE, Zoe Mode"
Gran Turismo 5 Prologue,PS3,2007,Racing,Sony Computer Entertainment,128,182,57,52,419,80,67,7.1,120,Polyphony Digital
Assassin's Creed: Revelations,X360,2011,Action,Ubisoft,225,147,4,43,419,80,77,7.2,564,Ubisoft Montreal
FIFA 12,X360,2011,Sports,Electronic Arts,84,278,2,53,418,,,,,
Teenage Mutant Ninja Turtles,NES,1989,Action,Palcom,338,44,31,4,417,,,,,
Street Fighter IV,PS3,2009,Fighting,Capcom,203,104,58,52,416,94,61,7.3,330,Capcom
Excitebike,NES,1984,Racing,Nintendo,204,48,157,7,416,,,,,
Frogger,PS,1997,Action,Hasbro Interactive,379,27,0,11,416,,,,,
Madden NFL 2003,PS2,2002,Sports,Electronic Arts,336,21,1,56,414,95,25,7.7,65,EA Sports
Half-Life,PC,1997,Shooter,Vivendi Games,403,0,9,0,412,96,24,9.1,3161,Valve Software
Super Mario World 2: Yoshi's Island,SNES,1995,Platform,Nintendo,165,61,176,9,412,,,,,
FIFA Soccer 07,PS2,2006,Sports,Electronic Arts,71,248,3,89,411,,,,,
Street Fighter II Turbo,SNES,1992,Fighting,Capcom,142,51,210,7,410,,,,,
World of Warcraft: The Burning Crusade,PC,2007,Role-Playing,Activision,257,152,0,0,409,91,46,7.9,785,Blizzard Entertainment
Battlefield 1,PS4,2016,Shooter,Electronic Arts,110,215,21,61,408,88,31,8.4,809,EA DICE
God of War II,PS2,2007,Action,Sony Computer Entertainment,232,4,4,167,407,93,70,8.9,709,SCE Santa Monica
World Soccer Winning Eleven 9,PS2,2005,Sports,Konami Digital Entertainment,12,226,90,77,406,,,8.2,23,Konami
Fallout: New Vegas,X360,2010,Role-Playing,Bethesda Softworks,266,103,4,33,405,84,81,8.1,769,Obsidian Entertainment
Forza Motorsport 2,X360,2007,Racing,Microsoft Game Studios,235,127,3,41,405,90,66,8.3,381,Turn 10
Carnival Games,Wii,2007,Misc,Take-Two Interactive,212,147,5,42,405,56,27,6,44,Cat Daddy Games
Watch Dogs,PS4,2014,Action,Ubisoft,140,190,11,64,405,80,80,6.3,2996,Ubisoft Montreal
Namco Museum Vol.3,PS,1996,Misc,Sony Computer Entertainment,228,155,16,6,405,,,,,
Tekken Tag Tournament,PS2,2000,Fighting,Namco Bandai Games,168,151,51,35,405,85,25,8.5,117,Namco
Far Cry 4,PS4,2014,Shooter,Ubisoft,113,218,10,63,404,85,83,7.7,1653,Ubisoft Montreal
Star Fox 64,N64,1997,Shooter,Nintendo,278,58,64,4,403,,,,,
Golf,NES,1984,Sports,Nintendo,122,28,246,4,401,,,,,
Namco Museum: 50th Anniversary,PS2,2005,Misc,Namco Bandai Games,208,135,0,54,398,61,21,tbd,,Digital Eclipse
Left 4 Dead 2,X360,2009,Shooter,Electronic Arts,267,87,5,38,397,89,76,8.6,681,Valve Software
The Witcher 3: Wild Hunt,PS4,2015,Role-Playing,Namco Bandai Games,102,213,23,59,397,92,79,9.2,10179,CD Projekt Red Studio
Assassin's Creed: Unity,PS4,2014,Action,Ubisoft,119,207,8,62,396,70,40,4.9,2050,"Ubisoft, Ubisoft Montreal"
Batman: Arkham Knight,PS4,2015,Action,Warner Bros. Interactive Entertainment,153,169,10,64,395,87,89,7.6,2679,Rocksteady Studios
The Legend of Zelda: Skyward Sword,Wii,2011,Action,Nintendo,203,116,37,38,395,93,81,8,1958,Nintendo
Fallout 3,PS3,2008,Role-Playing,Bethesda Softworks,215,113,7,59,394,90,57,8,910,Bethesda Game Studios
Professor Layton and the Diabolical Box,DS,2007,Puzzle,Nintendo,90,176,92,37,394,84,65,8.8,72,Level 5
Donkey Kong Land,GB,1994,Platform,Nintendo,197,76,107,11,391,,,,,
EA Sports Active,Wii,2009,Sports,Electronic Arts,209,135,6,40,390,81,27,8.7,39,EA Canada
Tony Hawk's Underground,PS2,2003,Sports,Activision,229,117,1,42,390,90,38,8.7,121,Neversoft Entertainment
Monster Hunter 4 Ultimate,3DS,2014,Role-Playing,Nintendo,68,48,262,11,389,86,80,8.7,348,Capcom
The Elder Scrolls V: Skyrim,PC,2011,Role-Playing,Bethesda Softworks,116,212,0,60,388,94,32,8.1,9073,Bethesda Game Studios
NBA 2K16,PS4,2015,Sports,Take-Two Interactive,249,66,3,69,388,87,51,6.7,364,Visual Concepts
Tekken 5,PS2,2005,Fighting,Namco Bandai Games,93,194,31,70,387,88,62,8.6,229,Namco
Dragon Warrior III,NES,1988,Role-Playing,Enix Corporation,10,0,377,0,387,,,,,
MotorStorm,PS3,2006,Racing,Sony Computer Entertainment,153,160,6,67,387,84,9,7.4,220,Evolution Studios
Nintendogs + cats,3DS,2011,Simulation,Nintendo,144,141,73,27,385,,,,,
World Soccer Winning Eleven 8 International,PS2,2004,Sports,Konami Digital Entertainment,16,189,112,68,385,91,26,9.1,38,KCET
Sports Champions,PS3,2010,Sports,Sony Computer Entertainment,213,112,10,50,384,76,64,7.9,104,"SCEA, Zindagi Games"
Namco Museum Vol.1,PS,1995,Misc,Sony Computer Entertainment,212,144,22,6,384,,,,,
The Legend of Zelda: Link's Awakening,GB,1992,Action,Nintendo,221,96,54,13,383,,,,,
Call of Duty: Ghosts,PS4,2013,Shooter,Activision,178,143,5,57,383,78,49,3.7,1564,Infinity Ward
Flash Focus: Vision Training in Minutes a Day,DS,2007,Misc,Nintendo,86,156,105,35,383,59,22,4,4,"Nintendo, Namco Bandai Games"
Tom Clancy's The Division,PS4,2016,Shooter,Ubisoft,135,170,15,60,380,80,64,7,2219,Massive Entertainment
Big Brain Academy: Wii Degree,Wii,2007,Misc,Nintendo,105,191,41,42,379,68,33,6.9,39,Nintendo
Resident Evil Director's Cut,PS,1996,Action,Virgin Interactive,182,124,47,25,377,,,,,
Mario & Luigi: Bowser's Inside Story,DS,2009,Role-Playing,Nintendo,223,47,81,26,377,,,,,
LEGO Indiana Jones: The Original Adventures,X360,2008,Action,Activision,240,101,0,36,376,77,60,7.5,66,Traveller's Tales
The Sims: Unleashed,PC,2002,Simulation,Electronic Arts,203,156,0,17,376,79,21,8,29,Maxis
Ratchet & Clank: Size Matters,PSP,2007,Platform,Sony Computer Entertainment,140,139,10,86,374,,,,,
Harry Potter and the Sorcerer's Stone,PS,2001,Action,Electronic Arts,137,200,14,22,373,64,11,7.5,41,Argonaut Games
Mario & Sonic at the London 2012 Olympic Games,Wii,2011,Sports,Sega,112,187,27,45,372,,,,,
Resident Evil 3: Nemesis,PS,1999,Action,Eidos Interactive,130,77,154,11,372,,,,,
Super Paper Mario,Wii,2007,Platform,Nintendo,195,86,59,31,371,85,56,7.9,417,Intelligent Systems
Spyro: Year of the Dragon,PS,2000,Platform,Sony Computer Entertainment,193,158,0,19,371,91,15,8.8,207,Insomniac Games
Assassin's Creed IV: Black Flag,PS3,2013,Action,Ubisoft,133,168,13,57,371,88,36,8.1,840,Ubisoft
FIFA Soccer 2005,PS2,2004,Sports,Electronic Arts,58,248,4,59,370,81,27,7.6,56,EA Canada
Pokémon Trading Card Game,GB,1998,Strategy,Nintendo,149,73,138,10,370,,,,,
Friend Collection,DS,2009,Misc,Nintendo,0,0,367,0,367,,,,,
Tony Hawk's Pro Skater 4,PS2,2002,Sports,Activision,213,118,1,35,367,94,27,8.5,128,Neversoft Entertainment
Star Wars Battlefront (2015),XOne,2015,Shooter,Electronic Arts,204,128,2,32,366,,,,,
MySims,DS,2007,Simulation,Electronic Arts,158,159,8,41,366,67,15,7.3,13,TOSE
Midnight Club 3: DUB Edition,PSP,2005,Racing,Take-Two Interactive,165,121,0,79,365,74,34,8.4,31,Rockstar Leeds
Banjo-Kazooie,N64,1998,Platform,Nintendo,187,113,55,10,365,,,,,
SOCOM: U.S. Navy SEALs,PS2,2002,Shooter,Sony Computer Entertainment,253,81,6,24,365,82,42,7.9,82,Zipper Interactive
Jak and Daxter: The Precursor Legacy,PS2,2001,Platform,Sony Computer Entertainment,208,109,15,33,364,90,35,8.7,312,Naughty Dog
Pokemon Snap,N64,1999,Simulation,Nintendo,223,68,66,6,363,,,,,
Pro Evolution Soccer 2008,PS2,2007,Sports,Konami Digital Entertainment,5,0,64,293,363,82,10,7.9,38,Konami
Resident Evil 4,PS2,2005,Action,Capcom,208,83,46,25,362,96,38,8.9,1013,Capcom
Guitar Hero: World Tour,Wii,2008,Misc,Activision,232,96,0,34,362,86,18,7.6,71,Vicarious Visions
FIFA Soccer 10,PS3,2009,Sports,Electronic Arts,60,245,5,52,362,91,56,7.6,203,EA Sports
Star Wars: Battlefront,PS2,2004,Shooter,LucasArts,193,122,3,44,361,82,36,8.7,142,Pandemic Studios
Doom II: Hell on Earth,PC,1994,Shooter,Virgin Interactive,205,140,0,16,361,,,,,
The Simpsons: Road Rage,PS2,2001,Racing,Electronic Arts,202,117,0,42,361,64,23,7.7,32,Fox Interactive
Luigi's Mansion,GC,2001,Action,Nintendo,238,67,46,10,360,78,34,8.5,161,Nintendo
Battlefield 4,PS4,2013,Shooter,Electronic Arts,135,155,17,51,359,85,18,6.9,1580,EA DICE
Star Wars: Battlefront II,PS2,2005,Shooter,LucasArts,218,102,3,37,359,84,30,9,268,Pandemic Studios
Just Dance 2014,Wii,2013,Misc,Ubisoft,188,139,0,31,359,,,6.2,10,Ubisoft
Cooking Mama 2: Dinner With Friends,DS,2007,Simulation,505 Games,160,149,10,39,358,70,39,8,9,Office Create
WWF SmackDown!,PS,2000,Fighting,THQ,201,135,6,16,358,,,,,
Croc: Legend of the Gobbos,PS,1997,Platform,Fox Interactive,157,179,0,20,356,,,,,
Grand Theft Auto: Liberty City Stories,PS2,2006,Action,Take-Two Interactive,156,140,7,50,354,78,49,7.8,112,Rockstar Leeds
The Getaway,PS2,2002,Action,Sony Computer Entertainment,123,177,5,49,354,72,49,6.8,88,Team Soho
Tomb Raider III: Adventures of Lara Croft,PS,1997,Action,Eidos Interactive,166,158,12,18,354,,,,,
James Bond 007: Agent Under Fire,PS2,2001,Shooter,Electronic Arts,190,113,10,41,353,72,27,7.9,48,EA Redwood Shores
LEGO Star Wars: The Video Game,PS2,2005,Action,Eidos Interactive,198,114,1,41,353,,,,,
Rugrats in Paris: The Movie,PS,2000,Action,THQ,196,133,0,23,352,,,,,
FIFA Soccer 11,X360,2010,Sports,Electronic Arts,71,239,2,40,352,88,66,7.5,155,EA Sports
Spyro 2: Ripto's Rage!,PS,1999,Platform,Sony Computer Entertainment,214,121,1,17,352,,,,,
Left 4 Dead,X360,2008,Shooter,Electronic Arts,266,49,5,30,351,89,67,7.9,1309,Certain Affinity
Donkey Kong Country 3: Dixie Kong's Double Trouble!,SNES,1996,Platform,Nintendo,117,50,175,8,351,,,,,
Assassin's Creed: Unity,XOne,2014,Action,Ubisoft,227,90,0,33,350,72,59,4.1,1005,"Ubisoft, Ubisoft Montreal"
Kung Fu,NES,1985,Action,Nintendo,164,38,142,6,350,,,,,
Resident Evil 5,X360,2009,Action,Capcom,211,93,12,34,350,83,91,7.5,523,Capcom
Assassin's Creed: Brotherhood,X360,2010,Action,Ubisoft,285,38,3,24,349,89,81,8.3,693,Ubisoft Montreal
FIFA Soccer 2004,PS2,N/A,Sports,Electronic Arts,59,236,4,51,349,84,20,6.4,76,EA Canada
Battlefield 4,PS3,2013,Shooter,Electronic Arts,130,142,27,50,349,80,14,5.8,579,EA DICE
Batman: Arkham Asylum,X360,2009,Action,Eidos Interactive,220,95,2,31,348,92,78,8.7,1080,Rocksteady Studios
Battlefield 4,X360,2013,Shooter,Electronic Arts,215,101,2,31,348,79,21,5.6,542,EA DICE
Battlefield: Bad Company 2,X360,2010,Shooter,Electronic Arts,210,101,4,32,347,88,75,8.6,869,EA DICE
Mario & Sonic at the Olympic Winter Games,DS,2009,Sports,Sega,121,162,27,37,346,,,,,
Guitar Hero: On Tour,DS,2008,Misc,Activision,210,101,1,35,346,71,70,8.8,29,Vicarious Visions
Clubhouse Games,DS,2006,Misc,Nintendo,59,179,73,34,345,83,30,8.4,28,Agenda
Monster Hunter 4,3DS,2013,Role-Playing,Capcom,0,0,344,0,344,,,,,
Borderlands,X360,2009,Shooter,Take-Two Interactive,240,71,3,29,344,84,83,8.2,715,Gearbox Software
Tekken 4,PS2,2002,Fighting,Namco Bandai Games,155,127,33,29,344,79,23,8.3,126,Namco
Final Fantasy III,SNES,1994,Role-Playing,SquareSoft,86,0,255,2,342,,,,,
Grand Theft Auto 2,PS,1998,Action,Take-Two Interactive,113,207,0,22,342,70,15,8,67,DMA Design
Metal Gear Solid V: The Phantom Pain,PS4,2015,Action,Konami Digital Entertainment,109,136,49,48,341,93,86,8.2,3943,"Kojima Productions, Moby Dick Studio"
Spider-Man 2,PS2,2004,Action,Activision,175,120,2,43,341,80,50,8.9,106,Treyarch
F-1 Race,GB,1990,Racing,Nintendo,173,69,59,40,341,,,,,
FIFA Soccer 2003,PS2,2002,Sports,Electronic Arts,46,228,5,61,340,88,15,6.7,35,EA Canada
LittleBigPlanet 2,PS3,2011,Platform,Sony Computer Entertainment,183,105,6,46,339,91,86,8.4,657,Media Molecule
Crash Bash,PS,2000,Misc,Sony Computer Entertainment,156,147,19,17,339,68,12,8.2,99,Eurocom Entertainment Software
Assassin's Creed Syndicate,PS4,2015,Action,Ubisoft,81,199,7,52,339,76,86,6.8,1319,Ubisoft Quebec
LEGO Batman: The Videogame,X360,2008,Action,Warner Bros. Interactive Entertainment,204,102,0,32,338,76,49,7.9,75,Traveller's Tales
Destiny,XOne,2014,Shooter,Activision,214,92,0,31,337,75,11,5.5,1735,"Bungie Software, Bungie"
WWF War Zone,PS,1998,Fighting,Acclaim Entertainment,247,76,0,13,336,,,,,
The Legend of Zelda: Majora's Mask,N64,2000,Action,Nintendo,190,67,73,6,336,,,,,
Far Cry 3,PS3,2012,Shooter,Ubisoft,88,170,10,67,335,90,32,8.5,1041,Ubisoft Montreal
Rugrats: Search For Reptar,PS,1998,Adventure,THQ,163,153,0,18,334,,,,,
English Training: Have Fun Improving Your Skills!,DS,2006,Misc,Nintendo,0,99,232,2,333,,,,,
James Bond 007: Nightfire,PS2,2002,Shooter,Electronic Arts,145,129,12,46,333,77,20,8.5,66,Eurocom Entertainment Software
Ratchet & Clank,PS2,2002,Platform,Sony Computer Entertainment,144,101,57,30,333,,,,,
Monster Hunter X,3DS,2015,Action,Capcom,27,21,279,5,332,,,,,
Star Wars Episode III: Revenge of the Sith,PS2,2005,Action,LucasArts,147,139,3,43,332,60,34,7.2,82,Double Helix Games
The Legend of Zelda: Spirit Tracks,DS,2009,Action,Nintendo,140,91,74,26,331,87,75,7.8,228,Nintendo
Max Payne,PS2,2001,Shooter,Take-Two Interactive,199,105,5,22,331,80,21,8.5,86,Rockstar Toronto
Assassin's Creed IV: Black Flag,X360,2013,Action,Ubisoft,190,111,1,29,330,86,35,7.9,701,Ubisoft
The Lord of the Rings: The Return of the King,PS2,2003,Action,Electronic Arts,150,128,5,46,328,85,31,8.7,105,EA Games
Yokai Watch 2 Ganso/Honke,3DS,2014,Role-Playing,Nintendo,9,0,318,1,328,,,,,
Gears of War: Ultimate Edition,XOne,2015,Shooter,Microsoft Game Studios,261,33,0,34,328,82,74,7.5,563,"Splash Damage, The Coalition"
True Crime: Streets of LA,PS2,2003,Action,Activision,189,105,2,31,327,77,39,8,94,"Luxoflux, Inc."
Professor Layton and the Unwound Future,DS,2008,Puzzle,Nintendo,60,157,82,27,326,86,62,9.2,111,Level 5
Gran Turismo (PSP),PSP,2009,Racing,Sony Computer Entertainment,50,158,31,87,325,,,,,
FIFA 16,XOne,2015,Sports,Electronic Arts,89,212,0,24,325,84,45,4.4,459,EA Sports
Wii Music,Wii,2008,Misc,Nintendo,135,111,46,32,325,63,43,4.6,116,Nintendo
Tekken,PS,1995,Fighting,Sony Computer Entertainment,95,130,77,22,324,,,,,
Madden NFL 16,PS4,2015,Sports,Electronic Arts,234,30,0,60,324,83,37,5.9,180,EA Sports
Gran Turismo 6,PS3,2013,Racing,Sony Computer Entertainment,72,167,40,44,323,81,81,7.7,758,Polyphony Digital
Halo: The Master Chief Collection,XOne,2014,Shooter,Microsoft Game Studios,191,100,3,29,323,85,69,7.2,1267,343 Industries
007: Tomorrow Never Dies,PS,1999,Shooter,Electronic Arts,172,133,0,16,321,,,,,
Super Mario Maker,WiiU,2015,Platform,Nintendo,118,89,94,20,321,88,85,8.7,691,Nintendo
WWF SmackDown! 2: Know Your Role,PS,2000,Fighting,THQ,176,121,7,16,320,,,,,
Baseball,NES,1983,Sports,Nintendo,73,10,235,2,320,,,,,
Killer Instinct,SNES,1995,Fighting,Nintendo,226,72,12,10,320,,,,,
Dragon Quest VI: Maboroshi no Daichi,SNES,1995,Role-Playing,Enix Corporation,0,0,319,0,319,,,,,
God of War: Chains of Olympus,PSP,2008,Action,Sony Computer Entertainment,148,100,4,66,318,91,79,8.6,565,Ready at Dawn
Enter the Matrix,PS2,2003,Action,Atari,178,112,9,19,318,62,30,8.1,137,Shiny Entertainment
Crisis Core: Final Fantasy VII,PSP,2007,Role-Playing,Square Enix,135,59,80,43,318,83,67,8,463,Square Enix
Dance Central,X360,2010,Misc,MTV Games,215,76,1,26,317,82,63,7.6,85,Harmonix Music Systems
L.A. Noire,PS3,2011,Adventure,Take-Two Interactive,127,129,12,49,317,89,78,7.7,1010,Team Bondi
Ace Combat 04: Shattered Skies,PS2,2001,Simulation,Sony Computer Entertainment Europe,206,56,38,17,317,89,22,9.1,95,Namco
Animal Crossing,GC,2001,Simulation,Nintendo,192,16,99,9,315,87,42,8.9,137,Nintendo
FIFA Soccer 08,PS2,2007,Sports,Electronic Arts,68,0,0,246,314,83,12,6.5,36,EA Canada
Club Penguin: Elite Penguin Force,DS,2008,Adventure,Disney Interactive Studios,187,97,0,30,314,,,8,37,1st Playable Productions
Spider-Man,PS,2000,Action,Activision,170,125,2,16,313,87,19,9,107,Neversoft Entertainment
Mario Party 9,Wii,2012,Misc,Nintendo,106,109,76,22,313,73,45,6.8,155,Nd Cube
Need for Speed III: Hot Pursuit,PS,1998,Racing,Electronic Arts,214,86,0,13,312,88,13,,,EA Canada
Star Wars Episode I Racer,N64,1999,Racing,Nintendo,231,62,14,4,312,,,,,
Sonic Rush,DS,2005,Platform,Sega,121,156,6,29,312,82,43,8.5,101,"Dimps Corporation, Sonic Team"
Dragon Warrior IV,NES,1990,Role-Playing,Enix Corporation,8,0,303,1,312,,,,,
Rhythm Heaven,DS,2008,Misc,Nintendo,55,50,193,13,311,83,48,9,63,Nintendo
Fallout: New Vegas,PS3,2010,Role-Playing,Bethesda Softworks,152,103,10,46,311,82,57,7.8,492,Obsidian Entertainment
Personal Trainer: Cooking,DS,2006,Misc,Nintendo,90,100,103,17,311,81,12,7.8,10,Indies Zero
The Elder Scrolls IV: Oblivion,PS3,2007,Role-Playing,Ubisoft,169,85,14,43,310,93,45,8,604,4J Studios
The Legend of Zelda: A Link Between Worlds,3DS,2013,Action,Nintendo,140,101,46,23,310,91,81,8.9,1057,Nintendo
Resident Evil 6,PS3,2012,Shooter,Capcom,88,94,88,40,310,74,34,5.4,1304,Capcom
Mass Effect 2,X360,2010,Role-Playing,Electronic Arts,199,81,3,27,310,96,98,8.9,3143,BioWare
Dragon Ball Z: Budokai,PS2,2002,Fighting,Atari,217,28,55,8,309,67,28,7.9,71,Dimps Corporation
Madden NFL 2002,PS2,2001,Sports,Electronic Arts,250,16,1,42,308,94,23,7.9,46,EA Sports
World Class Track Meet,NES,1986,Sports,Namco Bandai Games,192,45,64,7,308,,,,,
Donkey Kong,GB,1994,Platform,Nintendo,157,62,55,34,307,,,,,
The Sims: Vacation,PC,2002,Simulation,Electronic Arts,172,121,0,14,307,75,18,7.8,22,Maxis
LEGO Batman: The Videogame,Wii,N/A,Action,Warner Bros. Interactive Entertainment,180,97,0,29,306,74,17,7.9,22,Traveller's Tales
Animal Crossing: Happy Home Designer,3DS,2015,Simulation,Nintendo,51,102,140,12,305,66,60,6.9,106,Nintendo
The Sims 4,PC,2014,Simulation,Electronic Arts,100,182,0,23,305,70,74,3.9,2057,Maxis
Borderlands 2,X360,2012,Shooter,Take-Two Interactive,189,88,4,25,305,89,59,8.2,892,Gearbox Software
LEGO Batman: The Videogame,DS,2008,Action,Warner Bros. Interactive Entertainment,175,101,0,29,305,72,16,8,16,TT Fusion
Kung Fu Panda,X360,2008,Action,Activision,191,84,0,29,304,75,42,7.4,32,"Luxoflux, Inc."
Mass Effect 3,X360,2012,Role-Playing,Electronic Arts,194,84,3,24,304,93,74,5.8,3725,BioWare
Heavy Rain,PS3,2010,Adventure,Sony Computer Entertainment,129,121,6,47,303,87,107,7.7,2759,Quantic Dream
Rayman,PS,1995,Platform,Ubisoft,154,133,0,16,303,,,,,
Saints Row 2,X360,2008,Action,THQ,194,79,2,28,303,81,75,8.1,307,Volition Inc.
Tom Clancy's Splinter Cell,XB,2002,Action,Ubisoft,185,104,0,13,302,93,46,8.5,121,Ubisoft Montreal
Mike Tyson's Punch-Out!!,NES,1987,Fighting,Nintendo,203,47,45,7,302,,,,,
WWE SmackDown! Shut Your Mouth,PS2,2002,Sports,THQ,145,113,7,38,302,,,,,
FIFA 14,PS4,2013,Sports,Electronic Arts,61,185,11,44,301,87,26,6.3,616,EA Canada
Killzone 2,PS3,2009,Shooter,Sony Computer Entertainment,140,106,8,47,301,91,94,8.1,1505,Guerrilla
Far Cry 3,X360,2012,Shooter,Ubisoft,138,132,2,28,300,91,39,8.6,1247,Ubisoft Montreal
Epic Mickey,Wii,2010,Platform,Disney Interactive Studios,204,63,12,22,300,73,78,7,131,Junction Point
NBA 2K13,X360,2012,Sports,Take-Two Interactive,260,20,1,19,300,88,41,7.2,131,Visual Concepts
Dragon Ball Z: Budokai Tenkaichi 3,PS2,2007,Fighting,Atari,115,0,76,109,300,73,24,9.2,173,"Spike, Namco Bandai Games"
wwe Smackdown vs. Raw 2006,PS2,N/A,Fighting,N/A,157,102,0,41,300,,,,,
Star Fox,SNES,1993,Shooter,Nintendo,161,51,80,7,299,,,,,
The Sims: Livin Large,PC,2000,Misc,Electronic Arts,167,118,0,13,299,82,23,6.6,20,Maxis
World Soccer Winning Eleven 6 International,PS2,2002,Sports,Konami Digital Entertainment,12,126,116,45,299,93,24,9.1,65,KCET
